Cesta,Lokacija,Smer,Št. vozil [N/h],Hitrost [km/h],Razmik [s],Zasedenost [%],Čas,Stanje
R2-452,Radovljica 2Kranj - Lesce1687420.91.801.06.2026 09:55:00Normalen promet,Kranj - Lesce,168,74,20.9,1.8,01.06.2026 09:55:00,Normalen promet
,Lesce - Kranj1806718.92.001.06.2026 09:55:00Normalen promet,Lesce - Kranj,180,67,18.9,2.0,01.06.2026 09:55:00,Normalen promet
R2-454,Miklavž severMaribor - Miklavž2885311.84.401.06.2026 10:00:00Normalen promet,Maribor - Miklavž,288,53,11.8,4.4,01.06.2026 10:00:00,Normalen promet
,Miklavž - Maribor3005811.54.201.06.2026 10:00:00Normalen promet,Miklavž - Maribor,300,58,11.5,4.2,01.06.2026 10:00:00,Normalen promet
R2-454,StaršeHajdina - Miklavž1206128.11.601.06.2026 10:00:00Normalen promet,Hajdina - Miklavž,120,61,28.1,1.6,01.06.2026 10:00:00,Normalen promet
,Miklavž - Hajdnina1085339.11.701.06.2026 10:00:00Normalen promet,Miklavž - Hajdnina,108,53,39.1,1.7,01.06.2026 10:00:00,Normalen promet
R2-454,Zgornja HajdinaHajdina - priključek Hajdina432568.07.101.06.2026 09:55:00Normalen promet,Hajdina - priključek Hajdina,432,56,8.0,7.1,01.06.2026 09:55:00,Normalen promet
,priključek Hajdina - Hajdina372558.96.301.06.2026 09:55:00Normalen promet,priključek Hajdina - Hajdina,372,55,8.9,6.3,01.06.2026 09:55:00,Normalen promet
R2-454,PobrežjeLancova vas - Turnišče245990.00.301.06.2026 10:00:00Normalen promet,Lancova vas - Turnišče,24,59,90.0,0.3,01.06.2026 10:00:00,Normalen promet
,Turnišče - Lancova vas2455171.00.301.06.2026 10:00:00Normalen promet,Turnišče - Lancova vas,24,55,171.0,0.3,01.06.2026 10:00:00,Normalen promet
R3-608,Solkan 2Grgar - Solkan843334.82.001.06.2026 10:00:00Normalen promet,Grgar - Solkan,84,33,34.8,2.0,01.06.2026 10:00:00,Normalen promet
,Solkan - Grgar843953.21.601.06.2026 10:00:00Normalen promet,Solkan - Grgar,84,39,53.2,1.6,01.06.2026 10:00:00,Normalen promet
R3-611,BatujeDornberk - Selo484148.91.101.06.2026 09:55:00Normalen promet,Dornberk - Selo,48,41,48.9,1.1,01.06.2026 09:55:00,Normalen promet
,Selo - Dornberk2447168.70.401.06.2026 09:55:00Normalen promet,Selo - Dornberk,24,47,168.7,0.4,01.06.2026 09:55:00,Normalen promet
R3-613,KromberkAjševica - Kromberk468647.26.101.06.2026 10:00:00Normalen promet,Ajševica - Kromberk,468,64,7.2,6.1,01.06.2026 10:00:00,Normalen promet
,Kromberk - Ajševica492616.56.901.06.2026 10:00:00Povečan promet,Kromberk - Ajševica,492,61,6.5,6.9,01.06.2026 10:00:00,Povečan promet
R3-614,KostanjevicaKomen - Miren00999.90.001.06.2026 10:00:00Ni prometa,Komen - Miren,0,0,999.9,0.0,01.06.2026 10:00:00,Ni prometa
,Miren - Komen1260459.50.101.06.2026 10:00:00Normalen promet,Miren - Komen,12,60,459.5,0.1,01.06.2026 10:00:00,Normalen promet
R3-614,TomačevicaKomen - Štanjel2456164.30.301.06.2026 10:00:00Normalen promet,Komen - Štanjel,24,56,164.3,0.3,01.06.2026 10:00:00,Normalen promet
,Štanjel - Komen2441171.50.401.06.2026 10:00:00Normalen promet,Štanjel - Komen,24,41,171.5,0.4,01.06.2026 10:00:00,Normalen promet
R3-614,MančeManče - Štanjel2441232.30.401.06.2026 10:00:00Normalen promet,Manče - Štanjel,24,41,232.3,0.4,01.06.2026 10:00:00,Normalen promet
,Štanjel - Manče1244376.30.201.06.2026 10:00:00Normalen promet,Štanjel - Manče,12,44,376.3,0.2,01.06.2026 10:00:00,Normalen promet
R3-614,MirenGornji Miren - Miren2525012.74.501.06.2026 10:00:00Normalen promet,Gornji Miren - Miren,252,50,12.7,4.5,01.06.2026 10:00:00,Normalen promet
,Miren - Gornji Miren2165215.63.801.06.2026 10:00:00Normalen promet,Miren - Gornji Miren,216,52,15.6,3.8,01.06.2026 10:00:00,Normalen promet
R3-614,VrtojbaD. Vrtojba - Gornji Miren2766913.63.401.06.2026 09:55:00Normalen promet,D. Vrtojba - Gornji Miren,276,69,13.6,3.4,01.06.2026 09:55:00,Normalen promet
,Gornji Miren - D. Vrtojba2646213.53.601.06.2026 09:55:00Normalen promet,Gornji Miren - D. Vrtojba,264,62,13.5,3.6,01.06.2026 09:55:00,Normalen promet
R3-615,VogrskoPriključek Vogrsko - Tri Hiše2405613.23.801.06.2026 10:00:00Normalen promet,Priključek Vogrsko - Tri Hiše,240,56,13.2,3.8,01.06.2026 10:00:00,Normalen promet
,Tri Hiše - Priključek Vogrsko2166217.03.101.06.2026 10:00:00Normalen promet,Tri Hiše - Priključek Vogrsko,216,62,17.0,3.1,01.06.2026 10:00:00,Normalen promet
R3-615,Vogrsko 2Tri hiše - Volčja Draga1206829.91.401.06.2026 10:00:00Normalen promet,Tri hiše - Volčja Draga,120,68,29.9,1.4,01.06.2026 10:00:00,Normalen promet
,Volčja Draga - Tri hiše846427.61.001.06.2026 10:00:00Normalen promet,Volčja Draga - Tri hiše,84,64,27.6,1.0,01.06.2026 10:00:00,Normalen promet
R3-617,KomenGorjansko - Komen1324232.72.401.06.2026 10:00:00Normalen promet,Gorjansko - Komen,132,42,32.7,2.4,01.06.2026 10:00:00,Normalen promet
,Komen - Gorjansko363882.20.701.06.2026 10:00:00Normalen promet,Komen - Gorjansko,36,38,82.2,0.7,01.06.2026 10:00:00,Normalen promet
R3-619,Dol pri VogljahDutovlje - Repentabor1325238.12.001.06.2026 10:00:00Normalen promet,Dutovlje - Repentabor,132,52,38.1,2.0,01.06.2026 10:00:00,Normalen promet
,Repentabor - Dutovlje605348.11.201.06.2026 10:00:00Normalen promet,Repentabor - Dutovlje,60,53,48.1,1.2,01.06.2026 10:00:00,Normalen promet
R3-620,KazljeŠtanjel - Štorje2445144.10.401.06.2026 10:00:00Normalen promet,Štanjel - Štorje,24,45,144.1,0.4,01.06.2026 10:00:00,Normalen promet
,Štorje - Štanjel2452270.40.401.06.2026 10:00:00Normalen promet,Štorje - Štanjel,24,52,270.4,0.4,01.06.2026 10:00:00,Normalen promet
R3-621,HrušicaCol - Kalce2465138.90.201.06.2026 10:00:00Normalen promet,Col - Kalce,24,65,138.9,0.2,01.06.2026 10:00:00,Normalen promet
,Kalce - Col3658112.80.401.06.2026 10:00:00Normalen promet,Kalce - Col,36,58,112.8,0.4,01.06.2026 10:00:00,Normalen promet
R3-625,VrtineBertoki - Sv. Anton1924417.64.201.06.2026 09:55:00Normalen promet,Bertoki - Sv. Anton,192,44,17.6,4.2,01.06.2026 09:55:00,Normalen promet
,Sv. Anton - Bertoki1804416.13.401.06.2026 09:55:00Normalen promet,Sv. Anton - Bertoki,180,44,16.1,3.4,01.06.2026 09:55:00,Normalen promet
R3-627,GabrovicaČrni Kal - Osp1254211.50.101.06.2026 09:55:00Normalen promet,Črni Kal - Osp,12,54,211.5,0.1,01.06.2026 09:55:00,Normalen promet
,Osp - Črni Kal00999.90.001.06.2026 09:55:00Ni prometa,Osp - Črni Kal,0,0,999.9,0.0,01.06.2026 09:55:00,Ni prometa
R3-628,DragonjaDragonja - Sečovlje1448925.81.201.06.2026 10:00:00Normalen promet,Dragonja - Sečovlje,144,89,25.8,1.2,01.06.2026 10:00:00,Normalen promet
,Sečovlje - Dragonja727434.50.901.06.2026 10:00:00Normalen promet,Sečovlje - Dragonja,72,74,34.5,0.9,01.06.2026 10:00:00,Normalen promet
R3-629,Beli KrižPiran - Beli Križ - Valeta324369.86.901.06.2026 09:55:00Normalen promet,Piran - Beli Križ - Valeta,324,36,9.8,6.9,01.06.2026 09:55:00,Normalen promet
,Valeta - Beli Križ - Piran2403710.65.501.06.2026 09:55:00Normalen promet,Valeta - Beli Križ - Piran,240,37,10.6,5.5,01.06.2026 09:55:00,Normalen promet
R3-632,VrbovoIlirska Bistrica - Zabiče486573.90.501.06.2026 10:00:00Normalen promet,Ilirska Bistrica - Zabiče,48,65,73.9,0.5,01.06.2026 10:00:00,Normalen promet
,Zabiče - Ilirska Bistrica365065.80.501.06.2026 10:00:00Normalen promet,Zabiče - Ilirska Bistrica,36,50,65.8,0.5,01.06.2026 10:00:00,Normalen promet
R3-633,Srednja vasJereka - Jezero602967.51.601.06.2026 09:55:00Normalen promet,Jereka - Jezero,60,29,67.5,1.6,01.06.2026 09:55:00,Normalen promet
,Jezero - Jereka603693.11.301.06.2026 09:55:00Normalen promet,Jezero - Jereka,60,36,93.1,1.3,01.06.2026 09:55:00,Normalen promet
R3-634,Spodnje GorjeBled - Gorje240296.66.101.06.2026 10:00:00Povečan promet,Bled - Gorje,240,29,6.6,6.1,01.06.2026 10:00:00,Povečan promet
,Gorje - Bled1323311.93.201.06.2026 10:00:00Normalen promet,Gorje - Bled,132,33,11.9,3.2,01.06.2026 10:00:00,Normalen promet
R3-634,KočnaBled - Jesenice245970.20.301.06.2026 09:55:00Normalen promet,Bled - Jesenice,24,59,70.2,0.3,01.06.2026 09:55:00,Normalen promet
,Jesenice - Bled485580.60.801.06.2026 09:55:00Normalen promet,Jesenice - Bled,48,55,80.6,0.8,01.06.2026 09:55:00,Normalen promet
R3-635,Kamna GoricaLesce - Naklo1260287.10.101.06.2026 10:00:00Normalen promet,Lesce - Naklo,12,60,287.1,0.1,01.06.2026 10:00:00,Normalen promet
,Naklo-Lesce487677.50.501.06.2026 10:00:00Normalen promet,Naklo-Lesce,48,76,77.5,0.5,01.06.2026 10:00:00,Normalen promet
R3-636,PodtaborPodtabor - Zvirče1084145.32.601.06.2026 09:55:00Normalen promet,Podtabor - Zvirče,108,41,45.3,2.6,01.06.2026 09:55:00,Normalen promet
,Zvirče - Podtabor1204830.62.101.06.2026 09:55:00Normalen promet,Zvirče - Podtabor,120,48,30.6,2.1,01.06.2026 09:55:00,Normalen promet
R3-638,ZabreznicaBegunje - Žirovnica3638108.40.801.06.2026 09:50:00Normalen promet,Begunje - Žirovnica,36,38,108.4,0.8,01.06.2026 09:50:00,Normalen promet
,Žirovnica - Begunje2436186.30.501.06.2026 09:50:00Normalen promet,Žirovnica - Begunje,24,36,186.3,0.5,01.06.2026 09:50:00,Normalen promet
R3-639,PovodjeŠmartno - Vodice486287.40.601.06.2026 10:00:00Normalen promet,Šmartno - Vodice,48,62,87.4,0.6,01.06.2026 10:00:00,Normalen promet
,Vodice - Šmartno607069.60.701.06.2026 10:00:00Normalen promet,Vodice - Šmartno,60,70,69.6,0.7,01.06.2026 10:00:00,Normalen promet
R3-639,LJ TacenLJ Šentvid - LJ Šmartno348419.07.001.06.2026 10:00:00Normalen promet,LJ Šentvid - LJ Šmartno,348,41,9.0,7.0,01.06.2026 10:00:00,Normalen promet
,LJ Šmartno - LJ Šentvid564395.911.701.06.2026 10:00:00Povečan promet,LJ Šmartno - LJ Šentvid,564,39,5.9,11.7,01.06.2026 10:00:00,Povečan promet
R3-639,VodiceSp. Brnik - Vodice2643814.36.301.06.2026 10:00:00Normalen promet,Sp. Brnik - Vodice,264,38,14.3,6.3,01.06.2026 10:00:00,Normalen promet
,Vodice - Sp. Brnik483653.01.001.06.2026 10:00:00Normalen promet,Vodice - Sp. Brnik,48,36,53.0,1.0,01.06.2026 10:00:00,Normalen promet
R3-639,Zgornji BrnikCerklje - Sp. Brnik1325239.02.401.06.2026 10:00:00Normalen promet,Cerklje - Sp. Brnik,132,52,39.0,2.4,01.06.2026 10:00:00,Normalen promet
,Sp. Brnik - Cerklje2045117.04.001.06.2026 10:00:00Normalen promet,Sp. Brnik - Cerklje,204,51,17.0,4.0,01.06.2026 10:00:00,Normalen promet
R3-640,Laze pri LogatcuLogatec - Rakek1255361.00.101.06.2026 10:00:00Normalen promet,Logatec - Rakek,12,55,361.0,0.1,01.06.2026 10:00:00,Normalen promet
,Rakek - Logatec2441415.70.401.06.2026 10:00:00Normalen promet,Rakek - Logatec,24,41,415.7,0.4,01.06.2026 10:00:00,Normalen promet
R3-641,Log pri Polhovem GradcuDobrova - Polhov Gradec3662134.70.401.06.2026 10:00:00Normalen promet,Dobrova - Polhov Gradec,36,62,134.7,0.4,01.06.2026 10:00:00,Normalen promet
,Polhov Gradec - Dobrova606668.60.601.06.2026 10:00:00Normalen promet,Polhov Gradec - Dobrova,60,66,68.6,0.6,01.06.2026 10:00:00,Normalen promet
R3-641,DobrovaDobrova - Ljubljana3004911.75.201.06.2026 10:00:00Normalen promet,Dobrova - Ljubljana,300,49,11.7,5.2,01.06.2026 10:00:00,Normalen promet
,Ljubljana - Dobrova1685120.02.601.06.2026 10:00:00Normalen promet,Ljubljana - Dobrova,168,51,20.0,2.6,01.06.2026 10:00:00,Normalen promet
R3-642,BorovnicaPodpeč - Vrhnika364394.60.501.06.2026 10:00:00Normalen promet,Podpeč - Vrhnika,36,43,94.6,0.5,01.06.2026 10:00:00,Normalen promet
,Vrhnika - Podpeč1084531.91.901.06.2026 10:00:00Normalen promet,Vrhnika - Podpeč,108,45,31.9,1.9,01.06.2026 10:00:00,Normalen promet
R3-642,PodkrajIg - Podpeč1250209.00.101.06.2026 09:55:00Normalen promet,Ig - Podpeč,12,50,209.0,0.1,01.06.2026 09:55:00,Normalen promet
,Podpeč - Ig2456159.40.301.06.2026 09:55:00Normalen promet,Podpeč - Ig,24,56,159.4,0.3,01.06.2026 09:55:00,Normalen promet
R3-642,Ig 2Ig - LJ (Peruzzijeva)1085620.01.501.06.2026 10:00:00Normalen promet,Ig - LJ (Peruzzijeva),108,56,20.0,1.5,01.06.2026 10:00:00,Normalen promet
,LJ (Peruzzijeva) - Ig2045717.83.001.06.2026 10:00:00Normalen promet,LJ (Peruzzijeva) - Ig,204,57,17.8,3.0,01.06.2026 10:00:00,Normalen promet
R3-643,PreserjePodpeč - Rakitna2447150.40.401.06.2026 09:55:00Normalen promet,Podpeč - Rakitna,24,47,150.4,0.4,01.06.2026 09:55:00,Normalen promet
,Rakitna - Podpeč724146.81.501.06.2026 09:55:00Normalen promet,Rakitna - Podpeč,72,41,46.8,1.5,01.06.2026 09:55:00,Normalen promet
R3-644,SneberjeLJ Sneberje - Šentjakob2404412.34.201.06.2026 10:00:00Normalen promet,LJ Sneberje - Šentjakob,240,44,12.3,4.2,01.06.2026 10:00:00,Normalen promet
,Šentjakob - LJ Sneberje360479.26.101.06.2026 10:00:00Povečan promet,Šentjakob - LJ Sneberje,360,47,9.2,6.1,01.06.2026 10:00:00,Povečan promet
R3-644,PodgoricaDomžale - Šentjakob444487.37.901.06.2026 09:55:00Normalen promet,Domžale - Šentjakob,444,48,7.3,7.9,01.06.2026 09:55:00,Normalen promet
,Šentjakob - Domžale3005010.25.401.06.2026 09:55:00Normalen promet,Šentjakob - Domžale,300,50,10.2,5.4,01.06.2026 09:55:00,Normalen promet
R3-644,LJ ŠmartnoObvoznica - Sneberje384359.59.201.06.2026 10:00:00Povečan promet,Obvoznica - Sneberje,384,35,9.5,9.2,01.06.2026 10:00:00,Povečan promet
,Sneberje - Obvoznica456487.38.201.06.2026 10:00:00Povečan promet,Sneberje - Obvoznica,456,48,7.3,8.2,01.06.2026 10:00:00,Povečan promet
R3-645,BesnicaLitija - Zadvor2459140.70.301.06.2026 10:00:00Normalen promet,Litija - Zadvor,24,59,140.7,0.3,01.06.2026 10:00:00,Normalen promet
,Zadvor - Litija00999.90.001.06.2026 10:00:00Ni prometa,Zadvor - Litija,0,0,999.9,0.0,01.06.2026 10:00:00,Ni prometa
R3-645,ZadvorLjubljana - Zadvor1684725.93.001.06.2026 10:00:00Normalen promet,Ljubljana - Zadvor,168,47,25.9,3.0,01.06.2026 10:00:00,Normalen promet
,Zadvor - Ljubljana360479.36.101.06.2026 10:00:00Normalen promet,Zadvor - Ljubljana,360,47,9.3,6.1,01.06.2026 10:00:00,Normalen promet
R3-646,CikavaCikava - Grosuplje456487.59.401.06.2026 10:00:00Povečan promet,Cikava - Grosuplje,456,48,7.5,9.4,01.06.2026 10:00:00,Povečan promet
,Grosuplje - Cikava492556.77.801.06.2026 10:00:00Povečan promet,Grosuplje - Cikava,492,55,6.7,7.8,01.06.2026 10:00:00,Povečan promet
R3-646,Šmarje SapCikava - Sap - Šmarje965544.21.401.06.2026 09:55:00Normalen promet,Cikava - Sap - Šmarje,96,55,44.2,1.4,01.06.2026 09:55:00,Normalen promet
,Šmarje - Sap - Cikava1685222.72.501.06.2026 09:55:00Normalen promet,Šmarje - Sap - Cikava,168,52,22.7,2.5,01.06.2026 09:55:00,Normalen promet
R3-646,Ivančna GoricaGrm - Ivančna Gorica1926318.22.601.06.2026 10:00:00Normalen promet,Grm - Ivančna Gorica,192,63,18.2,2.6,01.06.2026 10:00:00,Normalen promet
,Ivančna Gorica - Grm2165616.83.601.06.2026 10:00:00Normalen promet,Ivančna Gorica - Grm,216,56,16.8,3.6,01.06.2026 10:00:00,Normalen promet
R3-646,Zgornja DragaIvančna Gorica - Višnja Gora3659105.70.401.06.2026 10:00:00Normalen promet,Ivančna Gorica - Višnja Gora,36,59,105.7,0.4,01.06.2026 10:00:00,Normalen promet
,Višnja Gora - Ivančna Gorica845842.61.201.06.2026 10:00:00Normalen promet,Višnja Gora - Ivančna Gorica,84,58,42.6,1.2,01.06.2026 10:00:00,Normalen promet
R3-647,Veliko MlačevoGrosuplje - Mlačevo1685521.02.401.06.2026 09:55:00Normalen promet,Grosuplje - Mlačevo,168,55,21.0,2.4,01.06.2026 09:55:00,Normalen promet
,Mlačevo - Grosuplje2766811.93.601.06.2026 09:55:00Normalen promet,Mlačevo - Grosuplje,276,68,11.9,3.6,01.06.2026 09:55:00,Normalen promet
R3-647,Malo MlačevoMlačevo - Rašica1084939.61.801.06.2026 10:00:00Normalen promet,Mlačevo - Rašica,108,49,39.6,1.8,01.06.2026 10:00:00,Normalen promet
,Rašica - Mlačevo1684715.63.101.06.2026 10:00:00Normalen promet,Rašica - Mlačevo,168,47,15.6,3.1,01.06.2026 10:00:00,Normalen promet
R3-647,GrosupljeAC - Grosuplje2284115.04.801.06.2026 10:00:00Normalen promet,AC - Grosuplje,228,41,15.0,4.8,01.06.2026 10:00:00,Normalen promet
,Grosuplje - AC2524113.35.301.06.2026 10:00:00Normalen promet,Grosuplje - AC,252,41,13.3,5.3,01.06.2026 10:00:00,Normalen promet
R3-650,DobravaTrebnje - Žužemberk1278209.40.101.06.2026 09:50:00Normalen promet,Trebnje - Žužemberk,12,78,209.4,0.1,01.06.2026 09:50:00,Normalen promet
,Žužemberk - Trebnje4860175.70.701.06.2026 09:50:00Normalen promet,Žužemberk - Trebnje,48,60,175.7,0.7,01.06.2026 09:50:00,Normalen promet
R3-651,NM KarteljevoPrik. NM zahod-Velika Bučna vas348589.85.901.06.2026 10:00:00Normalen promet,Prik. NM zahod-Velika Bučna vas,348,58,9.8,5.9,01.06.2026 10:00:00,Normalen promet
,Velika Bučna vas-Prik. NM zahod3005411.06.501.06.2026 10:00:00Normalen promet,Velika Bučna vas-Prik. NM zahod,300,54,11.0,6.5,01.06.2026 10:00:00,Normalen promet
R3-651,Mirna Peč 2AC - Mirna Peč966752.21.101.06.2026 10:00:00Normalen promet,AC - Mirna Peč,96,67,52.2,1.1,01.06.2026 10:00:00,Normalen promet
,Mirna Peč - AC4857108.50.601.06.2026 10:00:00Normalen promet,Mirna Peč - AC,48,57,108.5,0.6,01.06.2026 10:00:00,Normalen promet
R3-652,Velika LokaČatež - Trebnje1085432.71.601.06.2026 09:55:00Normalen promet,Čatež - Trebnje,108,54,32.7,1.6,01.06.2026 09:55:00,Normalen promet
,Trebnje - Čatež1085526.91.701.06.2026 09:55:00Normalen promet,Trebnje - Čatež,108,55,26.9,1.7,01.06.2026 09:55:00,Normalen promet
R3-654,Kočevska RekaKočevska Reka - Štalcerji2446163.70.301.06.2026 10:00:00Normalen promet,Kočevska Reka - Štalcerji,24,46,163.7,0.3,01.06.2026 10:00:00,Normalen promet
,Štalcerji - Kočevska Reka3649102.80.601.06.2026 10:00:00Normalen promet,Štalcerji - Kočevska Reka,36,49,102.8,0.6,01.06.2026 10:00:00,Normalen promet
R3-657,Petrina 2Grivac-Mirtoviči - Petrina000.00.001.06.2026 11:00:41Ni podatka,Grivac-Mirtoviči - Petrina,0,0,0.0,0.0,01.06.2026 11:00:41,Ni podatka
,Petrina - Grivac-Mirtoviči000.00.001.06.2026 11:00:41Ni podatka,Petrina - Grivac-Mirtoviči,0,0,0.0,0.0,01.06.2026 11:00:41,Ni podatka
R3-658,PredgradBrezovica - Stari trg2443126.70.401.06.2026 10:00:00Normalen promet,Brezovica - Stari trg,24,43,126.7,0.4,01.06.2026 10:00:00,Normalen promet
,Stari trg - Brezovica00999.90.001.06.2026 10:00:00Ni prometa,Stari trg - Brezovica,0,0,999.9,0.0,01.06.2026 10:00:00,Ni prometa
R3-660,ČrnomeljČrnomelj - Dolenjci1444328.62.601.06.2026 10:00:00Normalen promet,Črnomelj - Dolenjci,144,43,28.6,2.6,01.06.2026 10:00:00,Normalen promet
,Dolenjci - Črnomelj604559.61.101.06.2026 10:00:00Normalen promet,Dolenjci - Črnomelj,60,45,59.6,1.1,01.06.2026 10:00:00,Normalen promet
R3-661,DrašičiDrašiči - Metlika1253999.90.101.06.2026 10:00:00Normalen promet,Drašiči - Metlika,12,53,999.9,0.1,01.06.2026 10:00:00,Normalen promet
,Metlika - Drašiči3658127.00.401.06.2026 10:00:00Normalen promet,Metlika - Drašiči,36,58,127.0,0.4,01.06.2026 10:00:00,Normalen promet
R3-664,LjubenČrnomelj - Novo Mesto725942.01.001.06.2026 09:55:00Normalen promet,Črnomelj - Novo Mesto,72,59,42.0,1.0,01.06.2026 09:55:00,Normalen promet
,Novo Mesto - Črnomelj606141.80.701.06.2026 09:55:00Normalen promet,Novo Mesto - Črnomelj,60,61,41.8,0.7,01.06.2026 09:55:00,Normalen promet
R3-664,NožiceDomžale - Duplica2884511.36.201.06.2026 10:00:00Normalen promet,Domžale - Duplica,288,45,11.3,6.2,01.06.2026 10:00:00,Normalen promet
,Duplica - Domžale3365010.25.701.06.2026 10:00:00Normalen promet,Duplica - Domžale,336,50,10.2,5.7,01.06.2026 10:00:00,Normalen promet
R3-665,JagnjenicaJagnjenica - Radeče485469.90.701.06.2026 10:00:00Normalen promet,Jagnjenica - Radeče,48,54,69.9,0.7,01.06.2026 10:00:00,Normalen promet
R3-667,Šmarješke TopliceDolenje Kronovo - Šmarješke Topl1924917.93.001.06.2026 10:00:00Normalen promet,Dolenje Kronovo - Šmarješke Topl,192,49,17.9,3.0,01.06.2026 10:00:00,Normalen promet
,Šmarješke Topl - Dolenje Kronovo1565522.62.301.06.2026 10:00:00Normalen promet,Šmarješke Topl - Dolenje Kronovo,156,55,22.6,2.3,01.06.2026 10:00:00,Normalen promet
R3-667,Zbure 2Šmarjeta - Zbure2474152.80.201.06.2026 10:00:00Normalen promet,Šmarjeta - Zbure,24,74,152.8,0.2,01.06.2026 10:00:00,Normalen promet
,Zbure - Šmarjeta485674.70.601.06.2026 10:00:00Normalen promet,Zbure - Šmarjeta,48,56,74.7,0.6,01.06.2026 10:00:00,Normalen promet
R3-672,PodlipaSmednik - Zavratec605155.10.801.06.2026 10:00:00Normalen promet,Smednik - Zavratec,60,51,55.1,0.8,01.06.2026 10:00:00,Normalen promet
,Zavratec - Smednik1205550.81.701.06.2026 10:00:00Normalen promet,Zavratec - Smednik,120,55,50.8,1.7,01.06.2026 10:00:00,Normalen promet
R3-673,Malo MraševoDrnovo - Križaj605549.20.801.06.2026 09:55:00Normalen promet,Drnovo - Križaj,60,55,49.2,0.8,01.06.2026 09:55:00,Normalen promet
,Križaj - Drnovo605467.00.901.06.2026 09:55:00Normalen promet,Križaj - Drnovo,60,54,67.0,0.9,01.06.2026 09:55:00,Normalen promet
R3-676,ArtičeKapele - Sp. Pohanca485072.30.801.06.2026 10:00:00Normalen promet,Kapele - Sp. Pohanca,48,50,72.3,0.8,01.06.2026 10:00:00,Normalen promet
,Sp. Pohanca - Kapele366689.20.401.06.2026 10:00:00Normalen promet,Sp. Pohanca - Kapele,36,66,89.2,0.4,01.06.2026 10:00:00,Normalen promet
R3-679,Gornje BrezovoKrško - Sevnica365686.60.501.06.2026 09:55:00Normalen promet,Krško - Sevnica,36,56,86.6,0.5,01.06.2026 09:55:00,Normalen promet
,Sevnica - Krško725247.71.201.06.2026 09:55:00Normalen promet,Sevnica - Krško,72,52,47.7,1.2,01.06.2026 09:55:00,Normalen promet
R3-685,TekačevoRogaška Slatina - Tekačevo2045618.53.101.06.2026 10:00:00Normalen promet,Rogaška Slatina - Tekačevo,204,56,18.5,3.1,01.06.2026 10:00:00,Normalen promet
,Tekačevo - Rogaška Slatina1205527.21.801.06.2026 10:00:00Normalen promet,Tekačevo - Rogaška Slatina,120,55,27.2,1.8,01.06.2026 10:00:00,Normalen promet
R3-686,Žiče 2Tepanje - Žiče724447.81.201.06.2026 10:00:00Normalen promet,Tepanje - Žiče,72,44,47.8,1.2,01.06.2026 10:00:00,Normalen promet
,Žiče - Tepanje605557.60.901.06.2026 10:00:00Normalen promet,Žiče - Tepanje,60,55,57.6,0.9,01.06.2026 10:00:00,Normalen promet
R3-687,HotunjeDole - Ponikva3646130.10.501.06.2026 10:00:00Normalen promet,Dole - Ponikva,36,46,130.1,0.5,01.06.2026 10:00:00,Normalen promet
,Ponikva - Dole725451.31.001.06.2026 10:00:00Normalen promet,Ponikva - Dole,72,54,51.3,1.0,01.06.2026 10:00:00,Normalen promet
R3-688,ŽičeMlače - Žiče1205326.21.801.06.2026 10:00:00Normalen promet,Mlače - Žiče,120,53,26.2,1.8,01.06.2026 10:00:00,Normalen promet
,Žiče - Mlače1445223.62.101.06.2026 10:00:00Normalen promet,Žiče - Mlače,144,52,23.6,2.1,01.06.2026 10:00:00,Normalen promet
R3-688,Slovenske KonjiceSlov. Konjice - Žiče1686418.82.301.06.2026 10:00:00Normalen promet,Slov. Konjice - Žiče,168,64,18.8,2.3,01.06.2026 10:00:00,Normalen promet
,Žiče - Slov. Konjice2165615.53.601.06.2026 10:00:00Normalen promet,Žiče - Slov. Konjice,216,56,15.5,3.6,01.06.2026 10:00:00,Normalen promet
R3-688,Čadramska vasMlače - Poljčane1204524.32.201.06.2026 10:00:00Normalen promet,Mlače - Poljčane,120,45,24.3,2.2,01.06.2026 10:00:00,Normalen promet
,Poljčane - Mlače1084823.01.901.06.2026 10:00:00Normalen promet,Poljčane - Mlače,108,48,23.0,1.9,01.06.2026 10:00:00,Normalen promet
R3-689,ČermožišePtuj - Rogatec1244378.80.201.06.2026 10:00:00Normalen promet,Ptuj - Rogatec,12,44,378.8,0.2,01.06.2026 10:00:00,Normalen promet
,Rogatec - Ptuj484594.00.801.06.2026 10:00:00Normalen promet,Rogatec - Ptuj,48,45,94.0,0.8,01.06.2026 10:00:00,Normalen promet
R3-690,VarejaTržec - Zgornji Leskovec604690.61.201.06.2026 09:55:00Normalen promet,Tržec - Zgornji Leskovec,60,46,90.6,1.2,01.06.2026 09:55:00,Normalen promet
,Zgornji Leskovec - Tržec364678.80.501.06.2026 09:55:00Normalen promet,Zgornji Leskovec - Tržec,36,46,78.8,0.5,01.06.2026 09:55:00,Normalen promet
R3-694,ArnačePolzela - Velenje1445321.32.301.06.2026 10:00:00Normalen promet,Polzela - Velenje,144,53,21.3,2.3,01.06.2026 10:00:00,Normalen promet
,Velenje - Polzela1085638.81.701.06.2026 10:00:00Normalen promet,Velenje - Polzela,108,56,38.8,1.7,01.06.2026 10:00:00,Normalen promet
