Cesta,Lokacija,Smer,Št. vozil [N/h],Hitrost [km/h],Razmik [s],Zasedenost [%],Čas,Stanje
R3-644,LJ ŠmartnoObvoznica - Sneberje3724310.27.301.06.2026 10:10:00Normalen promet,Obvoznica - Sneberje,372,43,10.2,7.3,01.06.2026 10:10:00,Normalen promet
,Sneberje - Obvoznica468497.07.801.06.2026 10:10:00Normalen promet,Sneberje - Obvoznica,468,49,7.0,7.8,01.06.2026 10:10:00,Normalen promet
R3-645,BesnicaLitija - Zadvor1254133.60.101.06.2026 10:10:00Normalen promet,Litija - Zadvor,12,54,133.6,0.1,01.06.2026 10:10:00,Normalen promet
,Zadvor - Litija2451436.00.301.06.2026 10:10:00Normalen promet,Zadvor - Litija,24,51,436.0,0.3,01.06.2026 10:10:00,Normalen promet
R3-645,ZadvorLjubljana - Zadvor1684119.34.101.06.2026 10:10:00Normalen promet,Ljubljana - Zadvor,168,41,19.3,4.1,01.06.2026 10:10:00,Normalen promet
,Zadvor - Ljubljana1924716.53.401.06.2026 10:10:00Normalen promet,Zadvor - Ljubljana,192,47,16.5,3.4,01.06.2026 10:10:00,Normalen promet
R3-646,CikavaCikava - Grosuplje408538.16.901.06.2026 10:10:00Povečan promet,Cikava - Grosuplje,408,53,8.1,6.9,01.06.2026 10:10:00,Povečan promet
,Grosuplje - Cikava540515.99.801.06.2026 10:10:00Zgoščen promet,Grosuplje - Cikava,540,51,5.9,9.8,01.06.2026 10:10:00,Zgoščen promet
R3-646,Šmarje SapCikava - Sap - Šmarje1685320.22.801.06.2026 10:10:00Normalen promet,Cikava - Sap - Šmarje,168,53,20.2,2.8,01.06.2026 10:10:00,Normalen promet
,Šmarje - Sap - Cikava1445223.62.301.06.2026 10:10:00Normalen promet,Šmarje - Sap - Cikava,144,52,23.6,2.3,01.06.2026 10:10:00,Normalen promet
R3-646,Ivančna GoricaGrm - Ivančna Gorica2286113.43.301.06.2026 10:10:00Normalen promet,Grm - Ivančna Gorica,228,61,13.4,3.3,01.06.2026 10:10:00,Normalen promet
,Ivančna Gorica - Grm1686023.92.601.06.2026 10:10:00Normalen promet,Ivančna Gorica - Grm,168,60,23.9,2.6,01.06.2026 10:10:00,Normalen promet
R3-646,Zgornja DragaIvančna Gorica - Višnja Gora846937.41.001.06.2026 10:10:00Normalen promet,Ivančna Gorica - Višnja Gora,84,69,37.4,1.0,01.06.2026 10:10:00,Normalen promet
,Višnja Gora - Ivančna Gorica607058.80.701.06.2026 10:10:00Normalen promet,Višnja Gora - Ivančna Gorica,60,70,58.8,0.7,01.06.2026 10:10:00,Normalen promet
R3-647,Veliko MlačevoGrosuplje - Mlačevo1926118.12.701.06.2026 10:05:00Normalen promet,Grosuplje - Mlačevo,192,61,18.1,2.7,01.06.2026 10:05:00,Normalen promet
,Mlačevo - Grosuplje2406817.73.001.06.2026 10:05:00Normalen promet,Mlačevo - Grosuplje,240,68,17.7,3.0,01.06.2026 10:05:00,Normalen promet
R3-647,Malo MlačevoMlačevo - Rašica365274.30.501.06.2026 10:05:00Normalen promet,Mlačevo - Rašica,36,52,74.3,0.5,01.06.2026 10:05:00,Normalen promet
,Rašica - Mlačevo605373.10.901.06.2026 10:05:00Normalen promet,Rašica - Mlačevo,60,53,73.1,0.9,01.06.2026 10:05:00,Normalen promet
R3-647,GrosupljeAC - Grosuplje1684118.83.401.06.2026 10:10:00Normalen promet,AC - Grosuplje,168,41,18.8,3.4,01.06.2026 10:10:00,Normalen promet
,Grosuplje - AC2524313.85.201.06.2026 10:10:00Normalen promet,Grosuplje - AC,252,43,13.8,5.2,01.06.2026 10:10:00,Normalen promet
R3-650,DobravaTrebnje - Žužemberk2469106.00.301.06.2026 10:05:00Normalen promet,Trebnje - Žužemberk,24,69,106.0,0.3,01.06.2026 10:05:00,Normalen promet
,Žužemberk - Trebnje2458229.40.401.06.2026 10:05:00Normalen promet,Žužemberk - Trebnje,24,58,229.4,0.4,01.06.2026 10:05:00,Normalen promet
R3-651,NM KarteljevoPrik. NM zahod-Velika Bučna vas2885611.74.401.06.2026 10:10:00Normalen promet,Prik. NM zahod-Velika Bučna vas,288,56,11.7,4.4,01.06.2026 10:10:00,Normalen promet
,Velika Bučna vas-Prik. NM zahod3125910.74.501.06.2026 10:10:00Normalen promet,Velika Bučna vas-Prik. NM zahod,312,59,10.7,4.5,01.06.2026 10:10:00,Normalen promet
R3-651,Mirna Peč 2AC - Mirna Peč606166.40.901.06.2026 10:10:00Normalen promet,AC - Mirna Peč,60,61,66.4,0.9,01.06.2026 10:10:00,Normalen promet
,Mirna Peč - AC485981.30.601.06.2026 10:10:00Normalen promet,Mirna Peč - AC,48,59,81.3,0.6,01.06.2026 10:10:00,Normalen promet
R3-652,Velika LokaČatež - Trebnje965837.11.401.06.2026 10:10:00Normalen promet,Čatež - Trebnje,96,58,37.1,1.4,01.06.2026 10:10:00,Normalen promet
,Trebnje - Čatež965537.71.401.06.2026 10:10:00Normalen promet,Trebnje - Čatež,96,55,37.7,1.4,01.06.2026 10:10:00,Normalen promet
R3-654,Kočevska RekaKočevska Reka - Štalcerji1243116.90.201.06.2026 10:10:00Normalen promet,Kočevska Reka - Štalcerji,12,43,116.9,0.2,01.06.2026 10:10:00,Normalen promet
,Štalcerji - Kočevska Reka364486.50.601.06.2026 10:10:00Normalen promet,Štalcerji - Kočevska Reka,36,44,86.5,0.6,01.06.2026 10:10:00,Normalen promet
R3-657,Petrina 2Grivac-Mirtoviči - Petrina00999.90.001.06.2026 10:05:00Ni prometa,Grivac-Mirtoviči - Petrina,0,0,999.9,0.0,01.06.2026 10:05:00,Ni prometa
,Petrina - Grivac-Mirtoviči242377.81.201.06.2026 10:05:00Normalen promet,Petrina - Grivac-Mirtoviči,24,23,77.8,1.2,01.06.2026 10:05:00,Normalen promet
R3-658,PredgradBrezovica - Stari trg3641160.70.701.06.2026 10:05:00Normalen promet,Brezovica - Stari trg,36,41,160.7,0.7,01.06.2026 10:05:00,Normalen promet
,Stari trg - Brezovica2455222.20.301.06.2026 10:05:00Normalen promet,Stari trg - Brezovica,24,55,222.2,0.3,01.06.2026 10:05:00,Normalen promet
R3-660,ČrnomeljČrnomelj - Dolenjci724954.21.101.06.2026 10:10:00Normalen promet,Črnomelj - Dolenjci,72,49,54.2,1.1,01.06.2026 10:10:00,Normalen promet
,Dolenjci - Črnomelj603865.11.201.06.2026 10:10:00Normalen promet,Dolenjci - Črnomelj,60,38,65.1,1.2,01.06.2026 10:10:00,Normalen promet
R3-661,DrašičiDrašiči - Metlika00999.90.001.06.2026 10:05:00Ni prometa,Drašiči - Metlika,0,0,999.9,0.0,01.06.2026 10:05:00,Ni prometa
,Metlika - Drašiči2457124.20.301.06.2026 10:05:00Normalen promet,Metlika - Drašiči,24,57,124.2,0.3,01.06.2026 10:05:00,Normalen promet
R3-664,LjubenČrnomelj - Novo Mesto605864.20.801.06.2026 10:05:00Normalen promet,Črnomelj - Novo Mesto,60,58,64.2,0.8,01.06.2026 10:05:00,Normalen promet
,Novo Mesto - Črnomelj366065.60.401.06.2026 10:05:00Normalen promet,Novo Mesto - Črnomelj,36,60,65.6,0.4,01.06.2026 10:05:00,Normalen promet
R3-664,NožiceDomžale - Duplica3004510.05.401.06.2026 10:10:00Normalen promet,Domžale - Duplica,300,45,10.0,5.4,01.06.2026 10:10:00,Normalen promet
,Duplica - Domžale444497.88.001.06.2026 10:10:00Normalen promet,Duplica - Domžale,444,49,7.8,8.0,01.06.2026 10:10:00,Normalen promet
R3-665,JagnjenicaJagnjenica - Radeče1253142.20.101.06.2026 10:10:00Normalen promet,Jagnjenica - Radeče,12,53,142.2,0.1,01.06.2026 10:10:00,Normalen promet
R3-667,Šmarješke TopliceDolenje Kronovo - Šmarješke Topl964839.01.601.06.2026 10:05:00Normalen promet,Dolenje Kronovo - Šmarješke Topl,96,48,39.0,1.6,01.06.2026 10:05:00,Normalen promet
,Šmarješke Topl - Dolenje Kronovo1685818.92.301.06.2026 10:05:00Normalen promet,Šmarješke Topl - Dolenje Kronovo,168,58,18.9,2.3,01.06.2026 10:05:00,Normalen promet
R3-667,Zbure 2Šmarjeta - Zbure2454180.80.301.06.2026 10:05:00Normalen promet,Šmarjeta - Zbure,24,54,180.8,0.3,01.06.2026 10:05:00,Normalen promet
,Zbure - Šmarjeta485163.60.701.06.2026 10:05:00Normalen promet,Zbure - Šmarjeta,48,51,63.6,0.7,01.06.2026 10:05:00,Normalen promet
R3-672,PodlipaSmednik - Zavratec364932.90.701.06.2026 10:05:00Normalen promet,Smednik - Zavratec,36,49,32.9,0.7,01.06.2026 10:05:00,Normalen promet
,Zavratec - Smednik605538.50.801.06.2026 10:05:00Normalen promet,Zavratec - Smednik,60,55,38.5,0.8,01.06.2026 10:05:00,Normalen promet
R3-673,Malo MraševoDrnovo - Križaj724337.11.301.06.2026 10:05:00Normalen promet,Drnovo - Križaj,72,43,37.1,1.3,01.06.2026 10:05:00,Normalen promet
,Križaj - Drnovo1205635.91.801.06.2026 10:05:00Normalen promet,Križaj - Drnovo,120,56,35.9,1.8,01.06.2026 10:05:00,Normalen promet
R3-676,ArtičeKapele - Sp. Pohanca2453130.90.401.06.2026 10:05:00Normalen promet,Kapele - Sp. Pohanca,24,53,130.9,0.4,01.06.2026 10:05:00,Normalen promet
,Sp. Pohanca - Kapele484544.61.201.06.2026 10:05:00Normalen promet,Sp. Pohanca - Kapele,48,45,44.6,1.2,01.06.2026 10:05:00,Normalen promet
R3-679,Gornje BrezovoKrško - Sevnica364915.10.501.06.2026 10:05:00Normalen promet,Krško - Sevnica,36,49,15.1,0.5,01.06.2026 10:05:00,Normalen promet
,Sevnica - Krško1325430.12.101.06.2026 10:05:00Normalen promet,Sevnica - Krško,132,54,30.1,2.1,01.06.2026 10:05:00,Normalen promet
R3-685,TekačevoRogaška Slatina - Tekačevo1685522.12.801.06.2026 10:10:00Normalen promet,Rogaška Slatina - Tekačevo,168,55,22.1,2.8,01.06.2026 10:10:00,Normalen promet
,Tekačevo - Rogaška Slatina1805621.62.701.06.2026 10:10:00Normalen promet,Tekačevo - Rogaška Slatina,180,56,21.6,2.7,01.06.2026 10:10:00,Normalen promet
R3-686,Žiče 2Tepanje - Žiče604552.41.301.06.2026 10:10:00Normalen promet,Tepanje - Žiče,60,45,52.4,1.3,01.06.2026 10:10:00,Normalen promet
,Žiče - Tepanje965431.41.701.06.2026 10:10:00Normalen promet,Žiče - Tepanje,96,54,31.4,1.7,01.06.2026 10:10:00,Normalen promet
R3-687,HotunjeDole - Ponikva245353.10.301.06.2026 10:10:00Normalen promet,Dole - Ponikva,24,53,53.1,0.3,01.06.2026 10:10:00,Normalen promet
,Ponikva - Dole605259.30.901.06.2026 10:10:00Normalen promet,Ponikva - Dole,60,52,59.3,0.9,01.06.2026 10:10:00,Normalen promet
R3-688,ŽičeMlače - Žiče1445224.62.301.06.2026 10:10:00Normalen promet,Mlače - Žiče,144,52,24.6,2.3,01.06.2026 10:10:00,Normalen promet
,Žiče - Mlače1565324.42.501.06.2026 10:10:00Normalen promet,Žiče - Mlače,156,53,24.4,2.5,01.06.2026 10:10:00,Normalen promet
R3-688,Slovenske KonjiceSlov. Konjice - Žiče1565625.12.901.06.2026 10:05:00Normalen promet,Slov. Konjice - Žiče,156,56,25.1,2.9,01.06.2026 10:05:00,Normalen promet
,Žiče - Slov. Konjice2285115.24.101.06.2026 10:05:00Normalen promet,Žiče - Slov. Konjice,228,51,15.2,4.1,01.06.2026 10:05:00,Normalen promet
R3-688,Čadramska vasMlače - Poljčane604648.01.001.06.2026 10:10:00Normalen promet,Mlače - Poljčane,60,46,48.0,1.0,01.06.2026 10:10:00,Normalen promet
,Poljčane - Mlače1325426.82.301.06.2026 10:10:00Normalen promet,Poljčane - Mlače,132,54,26.8,2.3,01.06.2026 10:10:00,Normalen promet
R3-689,ČermožišePtuj - Rogatec00999.90.001.06.2026 10:10:00Ni prometa,Ptuj - Rogatec,0,0,999.9,0.0,01.06.2026 10:10:00,Ni prometa
,Rogatec - Ptuj00999.90.001.06.2026 10:10:00Ni prometa,Rogatec - Ptuj,0,0,999.9,0.0,01.06.2026 10:10:00,Ni prometa
R3-690,VarejaTržec - Zgornji Leskovec483835.80.901.06.2026 10:05:00Normalen promet,Tržec - Zgornji Leskovec,48,38,35.8,0.9,01.06.2026 10:05:00,Normalen promet
,Zgornji Leskovec - Tržec1444924.82.501.06.2026 10:05:00Normalen promet,Zgornji Leskovec - Tržec,144,49,24.8,2.5,01.06.2026 10:05:00,Normalen promet
R3-694,ArnačePolzela - Velenje1325125.52.301.06.2026 10:10:00Normalen promet,Polzela - Velenje,132,51,25.5,2.3,01.06.2026 10:10:00,Normalen promet
,Velenje - Polzela1445822.62.101.06.2026 10:10:00Normalen promet,Velenje - Polzela,144,58,22.6,2.1,01.06.2026 10:10:00,Normalen promet
R3-694,Breg pri PolzeliDobrteša vas - Polzela1804717.73.601.06.2026 10:05:00Normalen promet,Dobrteša vas - Polzela,180,47,17.7,3.6,01.06.2026 10:05:00,Normalen promet
,Polzela - Dobrteša vas2645112.04.101.06.2026 10:05:00Normalen promet,Polzela - Dobrteša vas,264,51,12.0,4.1,01.06.2026 10:05:00,Normalen promet
R3-695,GorenjeGorenje  - Mozirje1084232.91.901.06.2026 10:10:00Normalen promet,Gorenje  - Mozirje,108,42,32.9,1.9,01.06.2026 10:10:00,Normalen promet
,Mozirje - Gorenje1564624.62.901.06.2026 10:10:00Normalen promet,Mozirje - Gorenje,156,46,24.6,2.9,01.06.2026 10:10:00,Normalen promet
R3-696,VelenjeŠkale - Velenje1205135.62.201.06.2026 10:05:00Normalen promet,Škale - Velenje,120,51,35.6,2.2,01.06.2026 10:05:00,Normalen promet
,Velenje - Škale1684721.53.201.06.2026 10:05:00Normalen promet,Velenje - Škale,168,47,21.5,3.2,01.06.2026 10:05:00,Normalen promet
R3-700,OplotnicaOplotnica - Slovenske Konjice606048.20.701.06.2026 10:10:00Normalen promet,Oplotnica - Slovenske Konjice,60,60,48.2,0.7,01.06.2026 10:10:00,Normalen promet
,Slovenske Konjice - Oplotnica2453167.60.501.06.2026 10:10:00Normalen promet,Slovenske Konjice - Oplotnica,24,53,167.6,0.5,01.06.2026 10:10:00,Normalen promet
R3-700,LožnicaLožnica - Oplotnica1566123.32.101.06.2026 10:05:00Normalen promet,Ložnica - Oplotnica,156,61,23.3,2.1,01.06.2026 10:05:00,Normalen promet
,Oplotnica - Ložnica1565623.52.401.06.2026 10:05:00Normalen promet,Oplotnica - Ložnica,156,56,23.5,2.4,01.06.2026 10:05:00,Normalen promet
R3-701,Lovrenc na PohorjuLovrenc na Pohorju - Ruta1566623.71.801.06.2026 10:10:00Normalen promet,Lovrenc na Pohorju - Ruta,156,66,23.7,1.8,01.06.2026 10:10:00,Normalen promet
,Ruta - Lovrenc na Pohorju965827.71.301.06.2026 10:10:00Normalen promet,Ruta - Lovrenc na Pohorju,96,58,27.7,1.3,01.06.2026 10:10:00,Normalen promet
R3-701,ZrečeZeče - Zreče336539.35.401.06.2026 10:10:00Normalen promet,Zeče - Zreče,336,53,9.3,5.4,01.06.2026 10:10:00,Normalen promet
,Zreče - Zeče3485710.05.801.06.2026 10:10:00Normalen promet,Zreče - Zeče,348,57,10.0,5.8,01.06.2026 10:10:00,Normalen promet
R3-701,BoharinaRogla - Zreče4844155.50.801.06.2026 10:10:00Normalen promet,Rogla - Zreče,48,44,155.5,0.8,01.06.2026 10:10:00,Normalen promet
,Zreče - Rogla1222256.00.301.06.2026 10:10:00Normalen promet,Zreče - Rogla,12,22,256.0,0.3,01.06.2026 10:10:00,Normalen promet
R3-704,VuhredRibnica na Pohorju - Vuhred1272172.60.101.06.2026 10:10:00Normalen promet,Ribnica na Pohorju - Vuhred,12,72,172.6,0.1,01.06.2026 10:10:00,Normalen promet
,Vuhred - Ribnica na Pohorju245695.90.301.06.2026 10:10:00Normalen promet,Vuhred - Ribnica na Pohorju,24,56,95.9,0.3,01.06.2026 10:10:00,Normalen promet
R3-704,Janževski vrhBrezno - Ribnica1229247.80.301.06.2026 10:00:00Normalen promet,Brezno - Ribnica,12,29,247.8,0.3,01.06.2026 10:00:00,Normalen promet
,Ribnica - Brezno00999.90.001.06.2026 10:00:00Ni prometa,Ribnica - Brezno,0,0,999.9,0.0,01.06.2026 10:00:00,Ni prometa
R3-709,CelestrinaMB (Malečnik) - Pernica1085134.71.501.06.2026 10:10:00Normalen promet,MB (Malečnik) - Pernica,108,51,34.7,1.5,01.06.2026 10:10:00,Normalen promet
,Pernica - MB (Malečnik)1205134.31.801.06.2026 10:10:00Normalen promet,Pernica - MB (Malečnik),120,51,34.3,1.8,01.06.2026 10:10:00,Normalen promet
R3-709,MalečnikMalečnik - MB (Malečnik-most)2165516.23.201.06.2026 10:10:00Normalen promet,Malečnik - MB (Malečnik-most),216,55,16.2,3.2,01.06.2026 10:10:00,Normalen promet
,MB (Malečnik-most) - Malečnik2524911.34.101.06.2026 10:10:00Normalen promet,MB (Malečnik-most) - Malečnik,252,49,11.3,4.1,01.06.2026 10:10:00,Normalen promet
R3-710,DogošeDvorjane - Maribor3724910.66.401.06.2026 10:10:00Povečan promet,Dvorjane - Maribor,372,49,10.6,6.4,01.06.2026 10:10:00,Povečan promet
,Maribor - Dvorjane2525012.53.801.06.2026 10:10:00Normalen promet,Maribor - Dvorjane,252,50,12.5,3.8,01.06.2026 10:10:00,Normalen promet
R3-710,VurberkDvorjane - Ptuj725151.71.401.06.2026 10:10:00Normalen promet,Dvorjane - Ptuj,72,51,51.7,1.4,01.06.2026 10:10:00,Normalen promet
,Ptuj - Dvorjane484571.11.001.06.2026 10:10:00Normalen promet,Ptuj - Dvorjane,48,45,71.1,1.0,01.06.2026 10:10:00,Normalen promet
R3-710,Ptuj zahodHajdina - Ptuj372488.66.501.06.2026 10:10:00Normalen promet,Hajdina - Ptuj,372,48,8.6,6.5,01.06.2026 10:10:00,Normalen promet
,Ptuj - Hajdina660505.010.301.06.2026 10:10:00Povečan promet,Ptuj - Hajdina,660,50,5.0,10.3,01.06.2026 10:10:00,Povečan promet
R3-710,Turnišče 2Hajdina - Turnišče724861.11.201.06.2026 10:10:00Normalen promet,Hajdina - Turnišče,72,48,61.1,1.2,01.06.2026 10:10:00,Normalen promet
,Turnišče - Hajdina485184.00.801.06.2026 10:10:00Normalen promet,Turnišče - Hajdina,48,51,84.0,0.8,01.06.2026 10:10:00,Normalen promet
R3-711,RačeFram - Rače2164715.63.801.06.2026 10:10:00Normalen promet,Fram - Rače,216,47,15.6,3.8,01.06.2026 10:10:00,Normalen promet
,Rače - Fram3124710.75.201.06.2026 10:10:00Normalen promet,Rače - Fram,312,47,10.7,5.2,01.06.2026 10:10:00,Normalen promet
R3-712,PacinjeGabernik - Rogoznica726957.40.801.06.2026 10:10:00Normalen promet,Gabernik - Rogoznica,72,69,57.4,0.8,01.06.2026 10:10:00,Normalen promet
,Rogoznica - Gabernik366083.00.401.06.2026 10:10:00Normalen promet,Rogoznica - Gabernik,36,60,83.0,0.4,01.06.2026 10:10:00,Normalen promet
R3-713,Rogoznicakrižišče Spuhlja - Ptuj480396.910.201.06.2026 10:10:00Povečan promet,križišče Spuhlja - Ptuj,480,39,6.9,10.2,01.06.2026 10:10:00,Povečan promet
,Ptuj - križišče Spuhlja396408.58.501.06.2026 10:10:00Povečan promet,Ptuj - križišče Spuhlja,396,40,8.5,8.5,01.06.2026 10:10:00,Povečan promet
R3-713,DornavaDornava - Ptuj1808519.11.701.06.2026 10:05:00Normalen promet,Dornava - Ptuj,180,85,19.1,1.7,01.06.2026 10:05:00,Normalen promet
,Ptuj - Dornava2407612.22.601.06.2026 10:05:00Normalen promet,Ptuj - Dornava,240,76,12.2,2.6,01.06.2026 10:05:00,Normalen promet
R3-714,Spodnji Ivanjci 2G.Radgona - Sp.Ivanjci725053.01.501.06.2026 10:10:00Normalen promet,G.Radgona - Sp.Ivanjci,72,50,53.0,1.5,01.06.2026 10:10:00,Normalen promet
,Sp.Ivanjci - G.Radgona844758.01.901.06.2026 10:10:00Normalen promet,Sp.Ivanjci - G.Radgona,84,47,58.0,1.9,01.06.2026 10:10:00,Normalen promet
R3-715,MarkišavciGorica - MS1083925.62.001.06.2026 10:05:00Normalen promet,Gorica - MS,108,39,25.6,2.0,01.06.2026 10:05:00,Normalen promet
,MS - Gorica1083830.32.101.06.2026 10:05:00Normalen promet,MS - Gorica,108,38,30.3,2.1,01.06.2026 10:05:00,Normalen promet
R3-716,BodonciGrad - Lemerje485256.10.801.06.2026 10:10:00Normalen promet,Grad - Lemerje,48,52,56.1,0.8,01.06.2026 10:10:00,Normalen promet
,Lemerje - Grad1253345.80.201.06.2026 10:10:00Normalen promet,Lemerje - Grad,12,53,345.8,0.2,01.06.2026 10:10:00,Normalen promet
R3-725,Ljubečna 2AC - Ljubečna1684621.93.501.06.2026 10:10:00Normalen promet,AC - Ljubečna,168,46,21.9,3.5,01.06.2026 10:10:00,Normalen promet
,Ljubečna - AC1444718.92.501.06.2026 10:10:00Normalen promet,Ljubečna - AC,144,47,18.9,2.5,01.06.2026 10:10:00,Normalen promet
R3-726,Miklavž pri OrmožuPavlovci - Stročja vas484361.00.901.06.2026 10:10:00Normalen promet,Pavlovci - Stročja vas,48,43,61.0,0.9,01.06.2026 10:10:00,Normalen promet
,Stročja vas - Pavlovci2440107.10.401.06.2026 10:10:00Normalen promet,Stročja vas - Pavlovci,24,40,107.1,0.4,01.06.2026 10:10:00,Normalen promet
R3-726,TurniščeČrenšovci - Renkovci844354.01.501.06.2026 10:10:00Normalen promet,Črenšovci - Renkovci,84,43,54.0,1.5,01.06.2026 10:10:00,Normalen promet
,Renkovci - Črenšovci1564719.72.901.06.2026 10:10:00Normalen promet,Renkovci - Črenšovci,156,47,19.7,2.9,01.06.2026 10:10:00,Normalen promet
R3-726,Srednja BistricaČrenšovci - Razkrižje604876.31.001.06.2026 10:10:00Normalen promet,Črenšovci - Razkrižje,60,48,76.3,1.0,01.06.2026 10:10:00,Normalen promet
,Razkrižje - Črenšovci964237.42.001.06.2026 10:10:00Normalen promet,Razkrižje - Črenšovci,96,42,37.4,2.0,01.06.2026 10:10:00,Normalen promet
R3-728,IgIg - Škofljica1203930.02.801.06.2026 10:10:00Normalen promet,Ig - Škofljica,120,39,30.0,2.8,01.06.2026 10:10:00,Normalen promet
,Škofljica - Ig1563922.53.801.06.2026 10:10:00Normalen promet,Škofljica - Ig,156,39,22.5,3.8,01.06.2026 10:10:00,Normalen promet
R3-729,BeltinciBeltinci - Lipa484767.80.701.06.2026 10:10:00Normalen promet,Beltinci - Lipa,48,47,67.8,0.7,01.06.2026 10:10:00,Normalen promet
,Lipa - Beltinci724050.71.601.06.2026 10:10:00Normalen promet,Lipa - Beltinci,72,40,50.7,1.6,01.06.2026 10:10:00,Normalen promet
R3-733,Dolenjske TopliceDolenjske Toplice - Vavta vas1324725.42.501.06.2026 10:10:00Normalen promet,Dolenjske Toplice - Vavta vas,132,47,25.4,2.5,01.06.2026 10:10:00,Normalen promet
,Vavta vas - Dolenjske Toplice605651.90.801.06.2026 10:10:00Normalen promet,Vavta vas - Dolenjske Toplice,60,56,51.9,0.8,01.06.2026 10:10:00,Normalen promet
R3-737,PodovaRače - Šikole605754.51.001.06.2026 10:05:00Normalen promet,Rače - Šikole,60,57,54.5,1.0,01.06.2026 10:05:00,Normalen promet
,Šikole - Rače965442.51.701.06.2026 10:05:00Normalen promet,Šikole - Rače,96,54,42.5,1.7,01.06.2026 10:05:00,Normalen promet
R3-741,Spodnje Škofijerondo - Škofije2285116.23.801.06.2026 10:10:00Normalen promet,rondo - Škofije,228,51,16.2,3.8,01.06.2026 10:10:00,Normalen promet
,Škofije - rondo3365110.05.201.06.2026 10:10:00Povečan promet,Škofije - rondo,336,51,10.0,5.2,01.06.2026 10:10:00,Povečan promet
R3-741,Priključek ŠkofijeIzvoz iz Italije721946.52.801.06.2026 10:05:00Normalen promet,Izvoz iz Italije,72,19,46.5,2.8,01.06.2026 10:05:00,Normalen promet
,Uvoz proti KP482343.52.101.06.2026 10:05:00Normalen promet,Uvoz proti KP,48,23,43.5,2.1,01.06.2026 10:05:00,Normalen promet
R3-741,BertokiBertoki - Koper1445324.32.101.06.2026 10:10:00Normalen promet,Bertoki - Koper,144,53,24.3,2.1,01.06.2026 10:10:00,Normalen promet
,Koper - Bertoki2285116.13.401.06.2026 10:10:00Normalen promet,Koper - Bertoki,228,51,16.1,3.4,01.06.2026 10:10:00,Normalen promet
R3-742,Brezovica 2Brezovica - Podpeč1684812.92.801.06.2026 10:10:00Normalen promet,Brezovica - Podpeč,168,48,12.9,2.8,01.06.2026 10:10:00,Normalen promet
,Podpeč - Brezovica1564521.53.001.06.2026 10:10:00Normalen promet,Podpeč - Brezovica,156,45,21.5,3.0,01.06.2026 10:10:00,Normalen promet
R3-742,Notranje GoriceBrezovica - Podpeč2404116.16.101.06.2026 10:10:00Normalen promet,Brezovica - Podpeč,240,41,16.1,6.1,01.06.2026 10:10:00,Normalen promet
